resultId;number;grid;position;positionText;positionOrder;points;laps;fastestLap;rank;fastestLapTime;fastestLapSpeed;raceId;driverId;constructorId;statusId
5443;0;3;1;1;1;10.0;53;\N;\N;\N;\N;268;71;3;1
5444;28;2;2;2;2;6.0;53;\N;\N;\N;\N;268;77;6;1
5445;7;7;3;3;3;4.0;53;\N;\N;\N;\N;268;57;1;1
5446;14;16;4;4;4;3.0;53;\N;\N;\N;\N;268;22;17;1
5447;8;15;5;5;5;2.0;53;\N;\N;\N;\N;268;84;1;1
5448;2;5;6;6;6;1.0;52;\N;\N;\N;\N;268;14;3;60
5449;25;12;7;7;7;0.0;52;\N;\N;\N;\N;268;103;27;11
5450;20;24;8;8;8;0.0;52;\N;\N;\N;\N;268;100;33;11
5451;5;20;9;9;9;0.0;52;\N;\N;\N;\N;268;109;22;11
5452;26;6;10;10;10;0.0;51;\N;\N;\N;\N;268;44;27;12
5453;31;26;0;R;11;0.0;46;\N;\N;\N;\N;268;101;31;29
5454;3;14;0;R;12;0.0;45;\N;\N;\N;\N;268;79;25;20
5455;9;19;0;R;13;0.0;43;\N;\N;\N;\N;268;104;29;5
5456;15;9;0;R;14;0.0;41;\N;\N;\N;\N;268;56;17;5
5457;4;21;0;R;15;0.0;39;\N;\N;\N;\N;268;87;25;20
5458;23;18;0;R;16;0.0;30;\N;\N;\N;\N;268;94;18;20
5459;24;22;0;R;17;0.0;28;\N;\N;\N;\N;268;105;18;6
5460;30;11;0;R;18;0.0;22;\N;\N;\N;\N;268;49;15;5
5461;29;8;0;R;19;0.0;20;\N;\N;\N;\N;268;110;15;5
5462;32;25;0;R;20;0.0;20;\N;\N;\N;\N;268;111;31;6
5463;19;23;0;R;21;0.0;18;\N;\N;\N;\N;268;114;33;20
5464;27;1;0;R;22;0.0;14;\N;\N;\N;\N;268;55;6;6
5465;12;4;0;R;23;0.0;13;\N;\N;\N;\N;268;65;32;91
5466;6;10;0;R;24;0.0;0;\N;\N;\N;\N;268;50;22;4
5467;11;13;0;R;25;0.0;0;\N;\N;\N;\N;268;70;32;4
5468;10;17;0;R;26;0.0;0;\N;\N;\N;\N;268;81;29;4
5469;34;0;0;F;27;0.0;0;\N;\N;\N;\N;268;92;30;81
5470;33;0;0;F;28;0.0;0;\N;\N;\N;\N;268;108;30;81
5471;0;2;1;1;1;10.0;71;\N;\N;\N;\N;269;71;3;1
5472;2;3;2;2;2;6.0;71;\N;\N;\N;\N;269;14;3;1
5473;7;4;3;3;3;4.0;71;\N;\N;\N;\N;269;57;1;1
5474;14;8;4;4;4;3.0;71;\N;\N;\N;\N;269;22;17;1
5475;6;10;5;5;5;2.0;71;\N;\N;\N;\N;269;50;22;1
5476;8;7;6;6;6;1.0;71;\N;\N;\N;\N;269;84;1;1
5477;15;13;7;7;7;0.0;70;\N;\N;\N;\N;269;56;17;11
5478;9;11;8;8;8;0.0;70;\N;\N;\N;\N;269;104;29;11
5479;10;16;9;9;9;0.0;70;\N;\N;\N;\N;269;81;29;11
5480;25;21;10;10;10;0.0;70;\N;\N;\N;\N;269;103;27;11
5481;12;20;11;11;11;0.0;70;\N;\N;\N;\N;269;65;32;11
5482;23;18;12;12;12;0.0;69;\N;\N;\N;\N;269;94;18;12
5483;24;19;13;13;13;0.0;69;\N;\N;\N;\N;269;105;18;12
5484;19;23;14;14;14;0.0;69;\N;\N;\N;\N;269;114;33;12
5485;32;26;15;15;15;0.0;67;\N;\N;\N;\N;269;111;31;14
5486;11;25;16;16;16;0.0;67;\N;\N;\N;\N;269;113;32;14
5487;26;15;0;D;17;0.0;70;\N;\N;\N;\N;269;44;27;2
5488;4;12;0;R;18;0.0;61;\N;\N;\N;\N;269;87;25;5
5489;5;14;0;R;19;0.0;60;\N;\N;\N;\N;269;109;22;20
5490;29;17;0;R;20;0.0;54;\N;\N;\N;\N;269;110;15;20
5491;27;5;0;R;21;0.0;38;\N;\N;\N;\N;269;55;6;4
5492;31;24;0;R;22;0.0;36;\N;\N;\N;\N;269;101;31;4
5493;30;9;0;R;23;0.0;31;\N;\N;\N;\N;269;49;15;24
5494;20;22;0;R;24;0.0;27;\N;\N;\N;\N;269;100;33;22
5495;3;6;0;R;25;0.0;26;\N;\N;\N;\N;269;79;25;6
5496;28;1;0;R;26;0.0;7;\N;\N;\N;\N;269;77;6;6
5497;34;0;0;F;27;0.0;0;\N;\N;\N;\N;269;92;30;81
5498;33;0;0;F;28;0.0;0;\N;\N;\N;\N;269;108;30;81
5499;5;1;1;1;1;10.0;69;\N;\N;\N;\N;270;30;22;1
5500;0;2;2;2;2;6.0;69;\N;\N;\N;\N;270;71;3;1
5501;7;9;3;3;3;4.0;69;\N;\N;\N;\N;270;57;1;1
5502;15;10;4;4;4;3.0;69;\N;\N;\N;\N;270;56;17;1
5503;28;6;5;5;5;2.0;68;\N;\N;\N;\N;270;77;6;11
5504;30;4;6;6;6;1.0;68;\N;\N;\N;\N;270;49;15;11
5505;3;13;7;7;7;0.0;68;\N;\N;\N;\N;270;79;25;11
5506;25;7;8;8;8;0.0;68;\N;\N;\N;\N;270;65;27;11
5507;26;11;9;9;9;0.0;68;\N;\N;\N;\N;270;44;27;11
5508;27;16;10;10;10;0.0;68;\N;\N;\N;\N;270;55;6;11
5509;10;8;11;11;11;0.0;68;\N;\N;\N;\N;270;81;29;11
5510;14;5;12;12;12;0.0;68;\N;\N;\N;\N;270;22;17;11
5511;4;14;13;13;13;0.0;68;\N;\N;\N;\N;270;87;25;11
5512;24;20;14;14;14;0.0;67;\N;\N;\N;\N;270;105;18;12
5513;23;17;15;15;15;0.0;67;\N;\N;\N;\N;270;94;18;12
5514;12;21;16;16;16;0.0;67;\N;\N;\N;\N;270;70;32;12
5515;9;19;17;17;17;0.0;66;\N;\N;\N;\N;270;104;29;13
5516;11;22;18;18;18;0.0;66;\N;\N;\N;\N;270;103;32;13
5517;32;26;19;19;19;0.0;64;\N;\N;\N;\N;270;93;31;15
5518;2;3;0;R;20;0.0;47;\N;\N;\N;\N;270;95;3;20
5519;31;25;0;R;21;0.0;42;\N;\N;\N;\N;270;101;31;5
5520;29;18;0;R;22;0.0;37;\N;\N;\N;\N;270;110;15;37
5521;20;23;0;R;23;0.0;37;\N;\N;\N;\N;270;100;33;91
5522;6;12;0;R;24;0.0;15;\N;\N;\N;\N;270;50;22;20
5523;19;24;0;R;25;0.0;10;\N;\N;\N;\N;270;115;33;6
5524;8;15;0;R;26;0.0;8;\N;\N;\N;\N;270;84;1;5
5525;34;0;0;F;27;0.0;0;\N;\N;\N;\N;270;92;30;81
5526;33;0;0;F;28;0.0;0;\N;\N;\N;\N;270;108;30;81
5527;0;2;1;1;1;10.0;50;\N;\N;\N;\N;271;71;3;1
5528;5;1;2;2;2;6.0;50;\N;\N;\N;\N;271;30;22;1
5529;27;7;3;3;3;4.0;50;\N;\N;\N;\N;271;55;6;1
5530;2;4;4;4;4;3.0;50;\N;\N;\N;\N;271;95;3;1
5531;15;6;5;5;5;2.0;50;\N;\N;\N;\N;271;56;17;1
5532;30;3;6;6;6;1.0;50;\N;\N;\N;\N;271;49;15;1
5533;7;8;7;7;7;0.0;50;\N;\N;\N;\N;271;57;1;1
5534;9;18;8;8;8;0.0;49;\N;\N;\N;\N;271;104;29;11
5535;20;22;9;9;9;0.0;49;\N;\N;\N;\N;271;100;33;11
5536;11;25;10;10;10;0.0;49;\N;\N;\N;\N;271;63;32;11
5537;26;19;11;11;11;0.0;49;\N;\N;\N;\N;271;44;27;11
5538;31;24;12;12;12;0.0;48;\N;\N;\N;\N;271;101;31;12
5539;12;17;13;13;13;0.0;48;\N;\N;\N;\N;271;70;32;12
5540;4;13;0;R;14;0.0;26;\N;\N;\N;\N;271;87;25;5
5541;14;10;0;R;15;0.0;16;\N;\N;\N;\N;271;22;17;6
5542;8;9;0;R;16;0.0;13;\N;\N;\N;\N;271;84;1;20
5543;10;12;0;R;17;0.0;13;\N;\N;\N;\N;271;81;29;20
5544;28;11;0;R;18;0.0;10;\N;\N;\N;\N;271;77;6;80
5545;25;20;0;R;19;0.0;10;\N;\N;\N;\N;271;116;27;4
5546;23;16;0;R;20;0.0;10;\N;\N;\N;\N;271;94;18;4
5547;24;21;0;R;21;0.0;10;\N;\N;\N;\N;271;105;18;20
5548;6;5;0;R;22;0.0;3;\N;\N;\N;\N;271;65;22;20
5549;3;14;0;R;23;0.0;3;\N;\N;\N;\N;271;79;25;20
5550;32;26;0;R;24;0.0;3;\N;\N;\N;\N;271;89;31;20
5551;29;15;0;R;25;0.0;0;\N;\N;\N;\N;271;109;15;5
5552;19;23;0;R;26;0.0;0;\N;\N;\N;\N;271;115;33;20
5553;34;0;0;F;27;0.0;0;\N;\N;\N;\N;271;92;30;81
5554;33;0;0;F;28;0.0;0;\N;\N;\N;\N;271;108;30;81
5555;2;1;1;1;1;10.0;81;\N;\N;\N;\N;272;95;3;1
5556;28;11;2;2;2;6.0;81;\N;\N;\N;\N;272;77;6;1
5557;8;9;3;3;3;4.0;81;\N;\N;\N;\N;272;84;1;1
5558;14;5;4;4;4;3.0;81;\N;\N;\N;\N;272;22;17;1
5559;26;12;5;5;5;2.0;80;\N;\N;\N;\N;272;44;27;11
5560;27;8;6;6;6;1.0;80;\N;\N;\N;\N;272;55;6;11
5561;30;10;7;7;7;0.0;80;\N;\N;\N;\N;272;49;15;11
5562;9;19;8;8;8;0.0;80;\N;\N;\N;\N;272;104;29;11
5563;23;18;9;9;9;0.0;79;\N;\N;\N;\N;272;94;18;12
5564;29;17;10;10;10;0.0;79;\N;\N;\N;\N;272;109;15;12
5565;25;20;11;11;11;0.0;79;\N;\N;\N;\N;272;116;27;12
5566;7;4;12;12;12;0.0;76;\N;\N;\N;\N;272;57;1;23
5567;24;16;0;R;13;0.0;69;\N;\N;\N;\N;272;105;18;22
5568;4;13;0;R;14;0.0;66;\N;\N;\N;\N;272;87;25;3
5569;20;25;0;R;15;0.0;56;\N;\N;\N;\N;272;98;33;6
5570;11;22;0;R;16;0.0;49;\N;\N;\N;\N;272;63;32;10
5571;31;24;0;R;17;0.0;49;\N;\N;\N;\N;272;101;31;5
5572;12;14;0;R;18;0.0;40;\N;\N;\N;\N;272;70;32;37
5573;0;3;0;R;19;0.0;35;\N;\N;\N;\N;272;71;3;4
5574;5;2;0;R;20;0.0;35;\N;\N;\N;\N;272;30;22;4
5575;32;26;0;R;21;0.0;21;\N;\N;\N;\N;272;93;31;6
5576;3;15;0;R;22;0.0;19;\N;\N;\N;\N;272;79;25;20
5577;19;23;0;R;23;0.0;18;\N;\N;\N;\N;272;115;33;44
5578;10;21;0;R;24;0.0;17;\N;\N;\N;\N;272;81;29;44
5579;15;6;0;R;25;0.0;15;\N;\N;\N;\N;272;56;17;20
5580;6;7;0;R;26;0.0;13;\N;\N;\N;\N;272;65;22;6
5581;34;0;0;F;27;0.0;0;\N;\N;\N;\N;272;92;30;81
5582;33;0;0;F;28;0.0;0;\N;\N;\N;\N;272;108;30;81
5583;2;1;1;1;1;10.0;72;\N;\N;\N;\N;273;117;3;1
5584;8;2;2;2;2;6.0;72;\N;\N;\N;\N;273;102;1;1
5585;26;8;3;3;3;4.0;71;\N;\N;\N;\N;273;87;27;11
5586;23;13;4;4;4;3.0;71;\N;\N;\N;\N;273;104;18;11
5587;30;6;5;5;5;2.0;70;\N;\N;\N;\N;273;109;15;12
5588;28;15;6;6;6;1.0;69;\N;\N;\N;\N;273;77;6;5
5589;9;22;7;7;7;0.0;69;\N;\N;\N;\N;273;118;29;20
5590;25;12;0;R;8;0.0;57;\N;\N;\N;\N;273;84;27;20
5591;21;21;0;R;9;0.0;55;\N;\N;\N;\N;273;105;26;25
5592;20;19;0;R;10;0.0;51;\N;\N;\N;\N;273;100;33;5
5593;6;7;0;R;11;0.0;46;\N;\N;\N;\N;273;119;22;20
5594;5;3;0;R;12;0.0;39;\N;\N;\N;\N;273;30;22;20
5595;12;17;0;R;13;0.0;38;\N;\N;\N;\N;273;65;32;69
5596;29;10;0;R;14;0.0;33;\N;\N;\N;\N;273;91;15;5
5597;14;14;0;R;15;0.0;31;\N;\N;\N;\N;273;22;17;6
5598;27;5;0;R;16;0.0;30;\N;\N;\N;\N;273;55;6;22
5599;19;11;0;R;17;0.0;27;\N;\N;\N;\N;273;112;33;20
5600;24;24;0;R;18;0.0;21;\N;\N;\N;\N;273;120;18;4
5601;10;20;0;R;19;0.0;21;\N;\N;\N;\N;273;88;29;4
5602;22;26;0;R;20;0.0;20;\N;\N;\N;\N;273;69;26;6
5603;0;4;0;R;21;0.0;16;\N;\N;\N;\N;273;71;3;4
5604;11;16;0;R;22;0.0;16;\N;\N;\N;\N;273;70;32;4
5605;7;9;0;R;23;0.0;4;\N;\N;\N;\N;273;121;1;4
5606;15;18;0;R;24;0.0;2;\N;\N;\N;\N;273;122;17;20
5607;3;21;0;R;25;0.0;1;\N;\N;\N;\N;273;79;25;7
5608;4;23;0;R;26;0.0;0;\N;\N;\N;\N;273;110;25;7
5609;8;3;1;1;1;10.0;71;\N;\N;\N;\N;274;102;1;1
5610;0;2;2;2;2;6.0;71;\N;\N;\N;\N;274;71;3;1
5611;5;4;3;3;3;4.0;71;\N;\N;\N;\N;274;30;22;1
5612;12;12;4;4;4;3.0;71;\N;\N;\N;\N;274;65;32;1
5613;26;10;5;5;5;2.0;71;\N;\N;\N;\N;274;87;27;1
5614;11;15;6;6;6;1.0;70;\N;\N;\N;\N;274;70;32;11
5615;19;11;7;7;7;0.0;70;\N;\N;\N;\N;274;112;33;11
5616;27;9;8;8;8;0.0;70;\N;\N;\N;\N;274;55;6;11
5617;9;18;9;9;9;0.0;69;\N;\N;\N;\N;274;118;29;12
5618;20;17;10;10;10;0.0;69;\N;\N;\N;\N;274;100;33;12
5619;21;25;11;11;11;0.0;68;\N;\N;\N;\N;274;105;26;13
5620;22;21;12;12;12;0.0;68;\N;\N;\N;\N;274;69;26;13
5621;29;8;0;R;13;0.0;61;\N;\N;\N;\N;274;91;15;5
5622;30;7;0;R;14;0.0;52;\N;\N;\N;\N;274;109;15;10
5623;4;23;0;R;15;0.0;48;\N;\N;\N;\N;274;110;25;69
5624;2;1;0;R;16;0.0;29;\N;\N;\N;\N;274;117;3;4
5625;23;20;0;R;17;0.0;28;\N;\N;\N;\N;274;104;18;4
5626;10;19;0;R;18;0.0;27;\N;\N;\N;\N;274;88;29;20
5627;3;22;0;R;19;0.0;26;\N;\N;\N;\N;274;79;25;20
5628;14;14;0;R;20;0.0;13;\N;\N;\N;\N;274;22;17;6
5629;6;6;0;R;21;0.0;3;\N;\N;\N;\N;274;119;22;22
5630;7;5;0;R;22;0.0;0;\N;\N;\N;\N;274;121;1;4
5631;28;13;0;R;23;0.0;0;\N;\N;\N;\N;274;77;6;4
5632;25;16;0;R;24;0.0;0;\N;\N;\N;\N;274;84;27;4
5633;24;24;0;R;25;0.0;0;\N;\N;\N;\N;274;120;18;4
5634;15;26;0;F;26;0.0;0;\N;\N;\N;\N;274;122;17;81
5635;8;4;1;1;1;10.0;76;\N;\N;\N;\N;275;102;1;1
5636;0;2;2;2;2;6.0;76;\N;\N;\N;\N;275;71;3;1
5637;2;1;3;3;3;4.0;75;\N;\N;\N;\N;275;117;3;11
5638;12;11;4;4;4;3.0;75;\N;\N;\N;\N;275;65;32;11
5639;6;10;5;5;5;2.0;74;\N;\N;\N;\N;275;119;22;12
5640;24;20;6;6;6;1.0;74;\N;\N;\N;\N;275;120;18;12
5641;23;16;7;7;7;0.0;73;\N;\N;\N;\N;275;104;18;13
5642;11;13;8;8;8;0.0;72;\N;\N;\N;\N;275;70;32;14
5643;20;17;9;9;9;0.0;72;\N;\N;\N;\N;275;100;33;14
5644;14;12;10;10;10;0.0;70;\N;\N;\N;\N;275;22;17;69
5645;21;24;11;11;11;0.0;70;\N;\N;\N;\N;275;105;26;16
5646;9;14;0;R;12;0.0;66;\N;\N;\N;\N;275;118;29;6
5647;15;19;0;R;13;0.0;61;\N;\N;\N;\N;275;123;17;37
5648;4;25;0;R;14;0.0;55;\N;\N;\N;\N;275;110;25;6
5649;27;9;0;R;15;0.0;36;\N;\N;\N;\N;275;55;6;6
5650;10;23;0;R;16;0.0;29;\N;\N;\N;\N;275;88;29;6
5651;19;15;0;R;17;0.0;27;\N;\N;\N;\N;275;112;33;4
5652;5;3;0;R;18;0.0;22;\N;\N;\N;\N;275;30;22;20
5653;26;21;0;R;19;0.0;20;\N;\N;\N;\N;275;87;27;20
5654;28;8;0;R;20;0.0;19;\N;\N;\N;\N;275;77;6;22
5655;30;7;0;R;21;0.0;13;\N;\N;\N;\N;275;109;15;64
5656;3;18;0;R;22;0.0;11;\N;\N;\N;\N;275;79;25;8
5657;25;22;0;R;23;0.0;7;\N;\N;\N;\N;275;84;27;20
5658;29;5;0;R;24;0.0;0;\N;\N;\N;\N;275;91;15;4
5659;7;6;0;R;25;0.0;0;\N;\N;\N;\N;275;121;1;4
5660;22;0;0;F;26;0.0;0;\N;\N;\N;\N;275;69;26;81
5661;2;1;1;1;1;10.0;61;\N;\N;\N;\N;276;117;3;1
5662;5;3;2;2;2;6.0;61;\N;\N;\N;\N;276;30;22;1
5663;25;10;3;3;3;4.0;60;\N;\N;\N;\N;276;84;27;11
5664;30;16;4;4;4;3.0;59;\N;\N;\N;\N;276;109;15;5
5665;19;14;5;5;5;2.0;59;\N;\N;\N;\N;276;112;33;12
5666;24;25;6;6;6;1.0;59;\N;\N;\N;\N;276;120;18;12
5667;22;24;7;7;7;0.0;58;\N;\N;\N;\N;276;69;26;13
5668;12;12;8;8;8;0.0;57;\N;\N;\N;\N;276;65;32;5
5669;10;21;9;9;9;0.0;54;\N;\N;\N;\N;276;88;29;17
5670;11;20;0;R;10;0.0;53;\N;\N;\N;\N;276;70;32;20
5671;29;5;0;R;11;0.0;48;\N;\N;\N;\N;276;91;15;5
5672;8;4;0;R;12;0.0;42;\N;\N;\N;\N;276;102;1;9
5673;27;9;0;R;13;0.0;40;\N;\N;\N;\N;276;55;6;8
5674;23;23;0;R;14;0.0;36;\N;\N;\N;\N;276;104;18;38
5675;7;6;0;R;15;0.0;32;\N;\N;\N;\N;276;121;1;20
5676;9;15;0;R;16;0.0;29;\N;\N;\N;\N;276;118;29;20
5677;3;22;0;R;17;0.0;22;\N;\N;\N;\N;276;79;25;5
5678;0;2;0;R;18;0.0;20;\N;\N;\N;\N;276;71;3;23
5679;20;17;0;R;19;0.0;18;\N;\N;\N;\N;276;100;33;5
5680;4;18;0;R;20;0.0;18;\N;\N;\N;\N;276;110;25;6
5681;14;13;0;R;21;0.0;17;\N;\N;\N;\N;276;22;17;20
5682;28;8;0;R;22;0.0;8;\N;\N;\N;\N;276;77;6;6
5683;15;19;0;R;23;0.0;1;\N;\N;\N;\N;276;123;17;6
5684;26;7;0;R;24;0.0;0;\N;\N;\N;\N;276;87;27;20
5685;6;11;0;R;25;0.0;0;\N;\N;\N;\N;276;119;22;20
5686;21;0;0;F;26;0.0;0;\N;\N;\N;\N;276;105;26;81
5687;2;1;1;1;1;10.0;65;\N;\N;\N;\N;277;117;3;1
5688;8;3;2;2;2;6.0;65;\N;\N;\N;\N;277;102;1;1
5689;5;4;3;3;3;4.0;65;\N;\N;\N;\N;277;30;22;1
5690;6;5;4;4;4;3.0;64;\N;\N;\N;\N;277;119;22;11
5691;7;7;5;5;5;2.0;64;\N;\N;\N;\N;277;121;1;11
5692;28;11;6;6;6;1.0;63;\N;\N;\N;\N;277;77;6;12
5693;26;12;7;7;7;0.0;63;\N;\N;\N;\N;277;87;27;12
5694;23;20;8;8;8;0.0;63;\N;\N;\N;\N;277;104;18;12
5695;20;14;9;9;9;0.0;63;\N;\N;\N;\N;277;100;33;12
5696;10;19;10;10;10;0.0;63;\N;\N;\N;\N;277;88;29;12
5697;15;21;11;11;11;0.0;62;\N;\N;\N;\N;277;123;17;13
5698;14;17;12;12;12;0.0;62;\N;\N;\N;\N;277;22;17;13
5699;9;16;13;13;13;0.0;62;\N;\N;\N;\N;277;118;29;13
5700;11;15;14;14;14;0.0;60;\N;\N;\N;\N;277;70;32;5
5701;30;9;0;R;15;0.0;53;\N;\N;\N;\N;277;109;15;5
5702;22;22;0;R;16;0.0;43;\N;\N;\N;\N;277;69;26;25
5703;29;6;0;R;17;0.0;42;\N;\N;\N;\N;277;91;15;69
5704;4;24;0;D;18;0.0;42;\N;\N;\N;\N;277;110;25;2
5705;0;2;0;R;19;0.0;41;\N;\N;\N;\N;277;71;3;5
5706;27;8;0;R;20;0.0;40;\N;\N;\N;\N;277;55;6;5
5707;24;25;0;R;21;0.0;37;\N;\N;\N;\N;277;120;18;20
5708;19;13;0;R;22;0.0;26;\N;\N;\N;\N;277;112;33;7
5709;25;18;0;R;23;0.0;11;\N;\N;\N;\N;277;84;27;27
5710;3;23;0;R;24;0.0;11;\N;\N;\N;\N;277;79;25;20
5711;12;10;0;R;25;0.0;2;\N;\N;\N;\N;277;65;32;22
5712;21;0;0;F;26;0.0;0;\N;\N;\N;\N;277;105;26;81
5713;8;3;1;1;1;10.0;78;\N;\N;\N;\N;278;102;1;1
5714;0;4;2;2;2;6.0;78;\N;\N;\N;\N;278;71;3;1
5715;27;5;3;3;3;4.0;78;\N;\N;\N;\N;278;55;6;1
5716;2;1;4;4;4;3.0;77;\N;\N;\N;\N;278;117;3;11
5717;23;17;5;5;5;2.0;76;\N;\N;\N;\N;278;104;18;12
5718;25;13;6;6;6;1.0;76;\N;\N;\N;\N;278;84;27;12
5719;11;20;7;7;7;0.0;76;\N;\N;\N;\N;278;70;32;12
5720;7;9;8;8;8;0.0;76;\N;\N;\N;\N;278;121;1;12
5721;14;16;9;9;9;0.0;76;\N;\N;\N;\N;278;22;17;12
5722;4;19;10;10;10;0.0;76;\N;\N;\N;\N;278;110;25;12
5723;24;25;11;11;11;0.0;75;\N;\N;\N;\N;278;120;18;13
5724;19;15;12;12;12;0.0;75;\N;\N;\N;\N;278;112;33;13
5725;29;8;13;13;13;0.0;74;\N;\N;\N;\N;278;91;15;14
5726;28;7;14;14;14;0.0;70;\N;\N;\N;\N;278;77;6;4
5727;12;14;0;R;15;0.0;61;\N;\N;\N;\N;278;65;32;6
5728;6;6;0;R;16;0.0;53;\N;\N;\N;\N;278;119;22;5
5729;20;10;0;R;17;0.0;51;\N;\N;\N;\N;278;100;33;5
5730;10;18;0;R;18;0.0;46;\N;\N;\N;\N;278;88;29;20
5731;9;12;0;R;19;0.0;43;\N;\N;\N;\N;278;118;29;37
5732;5;2;0;R;20;0.0;32;\N;\N;\N;\N;278;30;22;9
5733;3;22;0;R;21;0.0;31;\N;\N;\N;\N;278;79;25;5
5734;21;24;0;R;22;0.0;28;\N;\N;\N;\N;278;105;26;6
5735;30;11;0;R;23;0.0;23;\N;\N;\N;\N;278;109;15;3
5736;15;23;0;R;24;0.0;12;\N;\N;\N;\N;278;123;17;22
5737;26;21;0;R;25;0.0;3;\N;\N;\N;\N;278;87;27;20
5738;22;0;0;F;26;0.0;0;\N;\N;\N;\N;278;69;26;81
5739;2;1;1;1;1;10.0;69;\N;\N;\N;\N;279;117;3;1
5740;5;3;2;2;2;6.0;69;\N;\N;\N;\N;279;30;22;1
5741;0;2;3;3;3;4.0;69;\N;\N;\N;\N;279;71;3;1
5742;28;5;4;4;4;3.0;68;\N;\N;\N;\N;279;77;6;11
5743;25;7;5;5;5;2.0;68;\N;\N;\N;\N;279;84;27;11
5744;29;9;6;6;6;1.0;68;\N;\N;\N;\N;279;91;15;11
5745;30;11;7;7;7;0.0;68;\N;\N;\N;\N;279;109;15;11
5746;20;13;8;8;8;0.0;68;\N;\N;\N;\N;279;100;33;11
5747;23;17;9;9;9;0.0;67;\N;\N;\N;\N;279;104;18;12
5748;12;20;10;10;10;0.0;67;\N;\N;\N;\N;279;65;32;12
5749;11;21;11;11;11;0.0;67;\N;\N;\N;\N;279;70;32;12
5750;15;24;12;12;12;0.0;67;\N;\N;\N;\N;279;123;17;12
5751;10;16;13;13;13;0.0;66;\N;\N;\N;\N;279;88;29;13
5752;7;12;14;14;14;0.0;66;\N;\N;\N;\N;279;121;1;13
5753;22;25;15;15;15;0.0;65;\N;\N;\N;\N;279;69;26;14
5754;9;18;16;16;16;0.0;65;\N;\N;\N;\N;279;118;29;14
5755;3;22;17;17;17;0.0;64;\N;\N;\N;\N;279;79;25;15
5756;8;8;18;18;18;0.0;62;\N;\N;\N;\N;279;102;1;10
5757;6;4;0;R;19;0.0;52;\N;\N;\N;\N;279;119;22;68
5758;4;19;0;R;20;0.0;45;\N;\N;\N;\N;279;110;25;20
5759;24;23;0;R;21;0.0;33;\N;\N;\N;\N;279;120;18;6
5760;27;6;0;R;22;0.0;33;\N;\N;\N;\N;279;55;6;5
5761;26;10;0;R;23;0.0;13;\N;\N;\N;\N;279;87;27;20
5762;14;14;0;R;24;0.0;10;\N;\N;\N;\N;279;22;17;10
5763;19;15;0;R;25;0.0;8;\N;\N;\N;\N;279;112;33;5
5764;21;0;0;F;26;0.0;0;\N;\N;\N;\N;279;105;26;81
5765;2;2;1;1;1;10.0;72;\N;\N;\N;\N;280;117;3;1
5766;0;1;2;2;2;6.0;72;\N;\N;\N;\N;280;71;3;1
5767;5;7;3;3;3;4.0;72;\N;\N;\N;\N;280;30;22;1
5768;8;5;4;4;4;3.0;72;\N;\N;\N;\N;280;102;1;1
5769;25;3;5;5;5;2.0;72;\N;\N;\N;\N;280;84;27;1
5770;7;16;6;6;6;1.0;71;\N;\N;\N;\N;280;121;1;11
5771;14;8;7;7;7;0.0;71;\N;\N;\N;\N;280;22;17;11
5772;23;23;8;8;8;0.0;71;\N;\N;\N;\N;280;104;18;11
5773;19;10;9;9;9;0.0;70;\N;\N;\N;\N;280;112;33;12
5774;6;12;10;10;10;0.0;70;\N;\N;\N;\N;280;119;22;12
5775;15;20;11;11;11;0.0;70;\N;\N;\N;\N;280;123;17;12
5776;10;13;12;12;12;0.0;70;\N;\N;\N;\N;280;88;29;12
5777;9;15;13;13;13;0.0;70;\N;\N;\N;\N;280;118;29;12
5778;28;14;14;14;14;0.0;70;\N;\N;\N;\N;280;77;6;12
5779;4;25;15;15;15;0.0;68;\N;\N;\N;\N;280;110;25;14
5780;20;9;16;16;16;0.0;66;\N;\N;\N;\N;280;100;33;6
5781;27;6;0;R;17;0.0;47;\N;\N;\N;\N;280;55;6;5
5782;22;22;0;R;18;0.0;28;\N;\N;\N;\N;280;69;26;22
5783;29;11;0;R;19;0.0;25;\N;\N;\N;\N;280;91;15;6
5784;30;18;0;R;20;0.0;22;\N;\N;\N;\N;280;109;15;6
5785;26;4;0;R;21;0.0;20;\N;\N;\N;\N;280;87;27;20
5786;12;19;0;R;22;0.0;16;\N;\N;\N;\N;280;65;32;20
5787;24;24;0;R;23;0.0;16;\N;\N;\N;\N;280;120;18;6
5788;3;24;0;R;24;0.0;16;\N;\N;\N;\N;280;79;25;6
5789;11;17;0;R;25;0.0;9;\N;\N;\N;\N;280;70;32;22
5790;21;0;0;F;26;0.0;0;\N;\N;\N;\N;280;105;26;81
5791;2;1;1;1;1;10.0;59;\N;\N;\N;\N;281;117;3;1
5792;5;3;2;2;2;6.0;59;\N;\N;\N;\N;281;30;22;1
5793;6;5;3;3;3;4.0;59;\N;\N;\N;\N;281;119;22;1
5794;12;7;4;4;4;3.0;59;\N;\N;\N;\N;281;65;32;1
5795;8;4;5;5;5;2.0;58;\N;\N;\N;\N;281;102;1;60
5796;9;8;6;6;6;1.0;58;\N;\N;\N;\N;281;118;29;11
5797;26;9;7;7;7;0.0;58;\N;\N;\N;\N;281;87;27;11
5798;30;16;8;8;8;0.0;58;\N;\N;\N;\N;281;109;15;11
5799;27;12;9;9;9;0.0;58;\N;\N;\N;\N;281;55;6;11
